Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,temp,location,clouds,pressure,rain,time_stamp,humidity,wind,surge_factor
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086,0.5812,West End,0.86,0.553,0.0,1543207398,0.9074,0.1308,1.3299
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044,0.4828,South Station,0.29,0.2906,0.1581,1545101103,0.4259,0.5394,1.2518
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351,0.589,Back Bay,0.94,0.5441,0.2581,1543208142,0.8704,0.142,1.3931
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722,0.5884,Beacon Hill,0.94,0.5443,0.0197,1543208142,0.8704,0.1403,1.3452
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767,0.5865,West End,0.94,0.5445,0.1715,1543208142,0.8704,0.1386,1.3751
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754439265,0.6804,Back Bay,0.51,0.9208,0.0,1544809502,0.2963,0.1928,1.3047
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435427408,0.6845,Boston University,0.51,0.9204,0.159,1544809502,0.2963,0.1934,1.3372
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765,0.684,Fenway,0.51,0.9206,0.0,1544809502,0.2963,0.1923,1.3052
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569,0.6759,Financial District,0.5,0.9211,0.1135,1544809502,0.3148,0.1934,1.3263
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323,0.6776,North Station,0.5,0.9211,0.0419,1544809502,0.2963,0.1951,1.3115
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768,0.6845,Northeastern University,0.51,0.9206,0.2443,1544809502,0.2963,0.1917,1.3541
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612,0.6776,South Station,0.5,0.9211,0.0,1544809502,0.3148,0.1928,1.3038
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106,0.677,West End,0.5,0.9211,0.1549,1544809502,0.2963,0.1945,1.3339
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253,0.4317,Back Bay,0.58,0.0736,0.0378,1543391688,0.6296,0.2951,1.2277
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953818628992,0.4306,Beacon Hill,0.57,0.0734,0.0534,1543391688,0.6296,0.2963,1.2292
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178,0.43,Boston University,0.59,0.0736,0.0501,1543391688,0.6296,0.2895,1.2308
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808,0.4306,Fenway,0.6,0.0738,0.0,1543391688,0.6296,0.2912,1.2226
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184,0.4434,Financial District,0.57,0.0734,0.072,1543391688,0.5926,0.2996,1.2333
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097,0.4328,Haymarket Square,0.57,0.0732,0.0657,1543391688,0.6296,0.2985,1.2322
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827255092,0.4334,North End,0.56,0.0732,0.105,1543391688,0.6111,0.2996,1.2378
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363491532515,0.4331,North Station,0.57,0.0732,0.0848,1543391688,0.6111,0.2974,1.235
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531372676,0.4308,Northeastern University,0.6,0.0738,0.1769,1543391688,0.6296,0.294,1.2583
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926126964,0.4431,South Station,0.57,0.0734,0.193,1543391688,0.5926,0.3002,1.2576
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.6312970255759,0.4314,Theatre District,0.58,0.0734,0.0,1543391688,0.6296,0.2985,1.2204
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105240121,0.4317,West End,0.57,0.0732,0.186,1543391688,0.6296,0.2968,1.2559
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.60138253530263,0.3104,Back Bay,0.03,0.6185,0.0,1543582374,0.6667,0.1515,1.1614
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.92196882791006,0.3085,Beacon Hill,0.03,0.6183,0.1497,1543582374,0.6852,0.1526,1.1921
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146351499,0.3087,Boston University,0.03,0.6185,0.1538,1543582374,0.6852,0.147,1.1924
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132787585248,0.3093,Fenway,0.03,0.6185,0.0,1543582374,0.6852,0.1487,1.1619
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.18648820169864,0.3121,Financial District,0.04,0.6183,0.0858,1543582374,0.6667,0.1554,1.1807
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.59209307103367,0.3104,Haymarket Square,0.03,0.6183,0.0133,1543582374,0.6852,0.1543,1.1652
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,0.311,North End,0.03,0.6183,0.0,1543582374,0.6667,0.1548,1.1618
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,0.3104,North Station,0.03,0.6183,0.2482,1543582374,0.6667,0.1532,1.2112
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,0.3113,Northeastern University,0.03,0.6185,0.0,1543582374,0.6667,0.1504,1.1614
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,0.3129,South Station,0.04,0.6183,0.0,1543582374,0.6667,0.1554,1.1636
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,0.3113,Theatre District,0.03,0.6183,0.0836,1543582374,0.6667,0.1543,1.1785
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,0.3093,West End,0.03,0.6183,0.1623,1543582374,0.6852,0.1526,1.1947
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397596,0.3906,Back Bay,0.99,0.3034,0.0556,1545115501,0.2963,0.7228,1.3356
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,0.3881,Beacon Hill,1.0,0.303,0.2244,1545115501,0.2963,0.7278,1.371
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,0.3926,Boston University,0.99,0.304,0.1424,1545115501,0.2963,0.7121,1.3523
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,0.3847,Fenway,0.98,0.304,0.0,1545115501,0.3148,0.7138,1.3222
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,0.4012,Financial District,1.0,0.3025,0.0055,1545115501,0.2778,0.7345,1.3289
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,0.3895,Haymarket Square,0.93,0.3032,0.0013,1545115501,0.3148,0.7077,1.315
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,0.3892,North End,1.0,0.3025,0.1358,1545115501,0.2963,0.735,1.3541
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,0.3859,North Station,1.0,0.3028,0.0,1545115501,0.2963,0.7311,1.3261
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890518884983,0.3831,Northeastern University,0.98,0.3036,0.4028,1545115501,0.3148,0.7188,1.403
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,0.3959,South Station,1.0,0.313,0.1424,1545115501,0.2963,0.7311,1.3571
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,0.3822,Theatre District,0.99,0.303,0.0931,1545115501,0.3148,0.73,1.3435
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,0.3833,West End,1.0,0.3028,0.2263,1545115501,0.3148,0.7295,1.3717
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,0.1224,Back Bay,0.5,0.4384,0.3763,1545137101,0.1111,0.8144,1.2995
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,0.1218,Beacon Hill,0.5,0.4382,0.1862,1545137101,0.1111,0.8183,1.2617
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895253547415,0.1269,Boston University,0.5,0.4391,0.1964,1545137101,0.0926,0.8055,1.2624
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,0.1179,Fenway,0.5,0.4391,0.0907,1545137101,0.1111,0.8077,1.2411
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,0.1243,Financial District,0.5,0.438,0.0556,1545137101,0.1111,0.8239,1.2365
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,0.119,Haymarket Square,0.5,0.4378,0.0124,1545137101,0.1111,0.8222,1.2269
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583214189,0.1199,North End,0.5,0.4378,0.0,1545137101,0.1111,0.8239,1.2247
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759027239,0.1182,North Station,0.5,0.438,0.0,1545137101,0.1111,0.8206,1.2241
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,0.1157,Northeastern University,0.5,0.4389,0.0,1545137101,0.1111,0.8116,1.223
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,0.1229,South Station,0.5,0.438,0.064,1545137101,0.1111,0.8239,1.238
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,0.1146,Theatre District,0.5,0.4382,0.0,1545137101,0.1111,0.8206,1.2236
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,0.632,Back Bay,0.89,0.5172,0.1026,1545000301,0.5926,0.5953,1.3897
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.975635759196,0.6284,Haymarket Square,0.89,0.5167,0.0552,1545000301,0.5926,0.6087,1.381
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,0.6289,North End,0.89,0.5176,0.0501,1545000301,0.5926,0.6037,1.3796
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,0.6222,Theatre District,0.89,0.5172,0.0797,1545000301,0.6111,0.6037,1.3854
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,0.5418,Back Bay,0.99,0.6403,0.0423,1543747974,0.8704,0.2756,1.3733
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,0.5412,Beacon Hill,0.99,0.6403,0.0439,1543747974,0.8704,0.2772,1.3737
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,0.5395,Boston University,0.99,0.6401,0.0585,1543747974,0.8704,0.27,1.3757
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,0.5376,Fenway,0.99,0.6401,0.0512,1543747974,0.8889,0.2722,1.3751
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,0.6069,Financial District,0.99,0.6403,0.0436,1543747974,0.7222,0.2806,1.3765
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,0.5426,Haymarket Square,0.99,0.6405,0.0475,1543747974,0.8704,0.2795,1.3749
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.92749485577286,0.5437,North End,0.99,0.6405,0.0474,1543747974,0.8704,0.28,1.3751
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.24719290813758,0.5415,North Station,0.99,0.6405,0.0478,1543747974,0.8704,0.2778,1.3746
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.65518279544045,0.5384,Northeastern University,0.99,0.6401,0.043,1543747974,0.8889,0.275,1.3738
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.44414015954374,0.6069,South Station,0.99,0.6403,0.0421,1543747974,0.7222,0.2812,1.3762
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696935694298,0.5401,Theatre District,0.99,0.6403,0.0424,1543747974,0.8889,0.2789,1.3744
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896243917,0.5401,West End,0.99,0.6405,0.0453,1543747974,0.8704,0.2772,1.3739
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729938599545,0.841,Back Bay,0.63,0.6985,0.0985,1544903101,0.4815,0.2454,1.3588
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.97305838669006,0.8452,Boston University,0.64,0.697,0.0692,1544903101,0.4815,0.2437,1.3548
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899107855241,0.8455,Fenway,0.64,0.6966,0.0929,1544903101,0.4815,0.2426,1.3594
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.77582951421903,0.8497,Haymarket Square,0.61,0.6977,0.0064,1544903101,0.463,0.2493,1.3381
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79851998722387,0.8505,North End,0.61,0.6977,0.471,1544903101,0.463,0.2499,1.4312
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837624776103,0.8491,North Station,0.61,0.6977,0.2494,1544903101,0.463,0.2493,1.3866
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.390461217286,0.8458,Northeastern University,0.63,0.6966,0.0,1544903101,0.4815,0.2432,1.3394
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394087152,0.8687,South Station,0.61,0.6972,0.1039,1544903101,0.4444,0.2476,1.3593
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.63671317069,0.5694,Back Bay,0.8,0.1372,0.0,1543444329,0.3889,0.5439,1.293
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651667910225,0.5686,Beacon Hill,0.8,0.1368,0.0,1543444329,0.3889,0.545,1.2929
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.76366453355408,0.5686,Boston University,0.79,0.1374,0.0,1543444329,0.3889,0.5361,1.2906
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438007839,0.5655,Fenway,0.8,0.1376,0.1296,1543444329,0.3889,0.5394,1.3179
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983991889042,0.5993,Financial District,0.81,0.1365,0.0,1543444329,0.3333,0.55,1.2967
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701347079,0.5708,Haymarket Square,0.8,0.1365,0.1988,1543444329,0.3889,0.5472,1.3332
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507409454,0.5722,North End,0.8,0.1363,0.2021,1543444329,0.3889,0.5484,1.3342
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263184773236,0.5703,North Station,0.8,0.1365,0.2512,1543444329,0.3889,0.5456,1.3434
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.409294385432,0.5692,Northeastern University,0.8,0.1374,0.0,1543444329,0.3889,0.5433,1.2929
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118174567975,0.5996,South Station,0.81,0.1365,0.1351,1543444329,0.3333,0.5511,1.3239
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691270341,0.5714,Theatre District,0.81,0.1368,0.1555,1543444329,0.3889,0.5484,1.3263
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747461685,0.5689,West End,0.8,0.1365,0.0127,1543444329,0.3889,0.545,1.2955
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.62689141008207,0.387,Back Bay,0.4,0.0794,0.0,1543398195,0.7222,0.3617,1.1983
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524398186,0.3864,Beacon Hill,0.4,0.0792,0.2815,1543398195,0.7222,0.3628,1.2546
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.0597080304599,0.3903,Boston University,0.4,0.0796,0.1032,1543398195,0.7037,0.3566,1.218
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755475266,0.3794,Fenway,0.4,0.0796,0.1559,1543398195,0.7222,0.3589,1.228
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.884313751738,0.4063,Financial District,0.4,0.0792,0.0,1543398195,0.6667,0.3661,1.1988
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.20015364109577,0.3814,Haymarket Square,0.4,0.0789,0.0,1543398195,0.7222,0.3644,1.1976
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180991800615,0.382,North End,0.4,0.0789,0.0004,1543398195,0.7222,0.365,1.1979
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584495512,0.3797,North Station,0.4,0.0789,0.0579,1543398195,0.7407,0.3633,1.2098
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727191975,0.3758,Northeastern University,0.4,0.0798,0.0,1543398195,0.7407,0.3617,1.1976
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276370279,0.4049,South Station,0.4,0.0792,0.0726,1543398195,0.6852,0.3667,1.2141
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874279021,0.3755,Theatre District,0.4,0.0794,0.0,1543398195,0.7407,0.365,1.1978
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.3007413779792,0.378,West End,0.4,0.0789,0.0,1543398195,0.7407,0.3628,1.1979
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,0.3476,Back Bay,0.49,0.693,0.1605,1543661574,0.6481,0.2426,1.2837
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,0.3473,Beacon Hill,0.51,0.693,0.1518,1543661574,0.6481,0.2432,1.285
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,0.3431,Fenway,0.47,0.693,0.0233,1543661574,0.6667,0.2404,1.2533
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,0.4239,Financial District,0.51,0.693,0.0,1543661574,0.5,0.2459,1.259
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,0.349,Haymarket Square,0.52,0.693,0.0,1543661574,0.6481,0.2443,1.2565
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,0.3498,North End,0.52,0.693,0.0256,1543661574,0.6481,0.2448,1.2618
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,0.3487,North Station,0.53,0.693,0.157,1543661574,0.6481,0.2437,1.2893
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,0.3437,Northeastern University,0.47,0.693,0.1937,1543661574,0.6667,0.2426,1.2877
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,0.423,South Station,0.5,0.693,0.0097,1543661574,0.5,0.2465,1.2593
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,0.3456,Theatre District,0.5,0.693,0.0,1543661574,0.6667,0.2448,1.254
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,0.347,West End,0.52,0.693,0.1084,1543661574,0.6481,0.2432,1.2778
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,0.7144,Beacon Hill,1.0,0.7275,0.0,1544856302,0.8519,0.3298,1.4055
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,0.71,Theatre District,1.0,0.7278,0.0069,1544856302,0.8704,0.3298,1.4072
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,0.7114,West End,1.0,0.7275,0.2449,1544856302,0.8704,0.332,1.4552
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,0.6823,West End,1.0,0.2125,0.0114,1543297499,0.8333,0.8049,1.398
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,0.4079,Boston University,0.82,0.6501,0.1806,1543639981,0.5741,0.1934,1.3334
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,0.6343,Beacon Hill,0.9,0.6518,0.014,1544978702,0.537,0.5204,1.377
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,0.6343,Boston University,0.92,0.6537,0.0332,1544978702,0.5185,0.4997,1.381
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,0.6306,Fenway,0.91,0.6509,0.0268,1544978702,0.5556,0.5137,1.3807
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,0.6429,Financial District,0.9,0.6518,0.009,1544978702,0.5185,0.526,1.3769
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,0.6351,North Station,0.91,0.6544,0.0128,1544978702,0.5185,0.5115,1.3768
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,0.6359,Northeastern University,0.93,0.6537,0.0179,1544978702,0.5185,0.507,1.3805
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,0.6331,West End,0.89,0.6518,0.0128,1544978702,0.537,0.521,1.3752
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,0.5401,Back Bay,0.2,0.4805,0.0943,1543535574,0.3148,0.4394,1.2376
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,0.5393,Beacon Hill,0.21,0.4803,0.0,1543535574,0.3148,0.441,1.2203
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,0.5407,Boston University,0.19,0.4807,0.1012,1543535574,0.3148,0.4338,1.237
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,0.5353,Fenway,0.19,0.4807,0.211,1543535574,0.3148,0.4354,1.2583
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,0.551,Financial District,0.22,0.4803,0.0254,1543535574,0.2963,0.4449,1.2281
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,0.5387,Haymarket Square,0.22,0.4803,0.2482,1543535574,0.3148,0.4433,1.2715
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,0.5398,North End,0.22,0.4803,0.2407,1543535574,0.3148,0.4444,1.2703
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,0.5373,North Station,0.22,0.4803,0.2886,1543535574,0.3148,0.4421,1.2793
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,0.5342,Northeastern University,0.19,0.4807,0.1132,1543535574,0.3148,0.4382,1.2389
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,0.5348,Theatre District,0.21,0.4805,0.1496,1543535574,0.3148,0.4427,1.2497
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,0.5359,West End,0.22,0.4803,0.2563,1543535574,0.3148,0.4416,1.2726
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,0.3146,Back Bay,0.2,0.7374,0.1315,1544396784,0.2037,0.2901,1.2164
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,0.3146,Beacon Hill,0.2,0.7371,0.0091,1544396784,0.2037,0.2929,1.1922
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,0.3149,Boston University,0.21,0.7376,0.016,1544396784,0.2037,0.2868,1.1946
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,0.3141,Fenway,0.21,0.7378,0.1046,1544396784,0.2037,0.2868,1.2122
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,0.2842,Financial District,0.2,0.7371,0.0,1544396784,0.2593,0.2946,1.1888
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,0.3155,Haymarket Square,0.19,0.7371,0.0553,1544396784,0.2037,0.2951,1.2003
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,0.316,North End,0.19,0.7371,0.2153,1544396784,0.2037,0.2957,1.2324
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,0.3157,North Station,0.19,0.7371,0.0,1544396784,0.2037,0.2946,1.1892
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,0.3149,Northeastern University,0.21,0.7376,0.2719,1544396784,0.2037,0.2879,1.2458
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,0.2842,South Station,0.2,0.7374,0.2186,1544396784,0.2593,0.2946,1.2325
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,0.3152,Theatre District,0.2,0.7374,0.0145,1544396784,0.2037,0.2929,1.1934
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,0.3146,West End,0.19,0.7371,0.144,1544396784,0.2222,0.294,1.2187
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,0.5231,Beacon Hill,0.58,0.1969,0.0743,1543454823,0.5,0.5668,1.2817
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,0.518,Fenway,0.59,0.1978,0.2326,1543454823,0.5,0.5612,1.3136
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,0.5222,Haymarket Square,0.58,0.1967,0.2007,1543454823,0.5,0.5696,1.3071
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,0.5231,North End,0.58,0.1965,0.0,1543454823,0.5,0.5702,1.2671
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,0.4764,South Station,0.58,0.1969,0.1496,1543454823,0.5926,0.5724,1.2949
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,0.5169,Theatre District,0.58,0.1969,0.0473,1543454823,0.5,0.5702,1.2757
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,0.5529,Boston University,0.22,0.9674,0.0845,1544802301,0.3889,0.1582,1.2648
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,0.5502,Haymarket Square,0.21,0.9676,0.0,1544802301,0.3889,0.1638,1.2466
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,0.5507,North End,0.21,0.9676,0.2995,1544802301,0.3889,0.1638,1.3066
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,0.5541,Theatre District,0.21,0.9674,0.208,1544802301,0.3889,0.161,1.2885
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,0.5231,Haymarket Square,0.59,0.1961,0.0,1543454684,0.5,0.5668,1.2683
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,0.5239,North End,0.59,0.1959,0.0,1543454684,0.4815,0.5674,1.2675
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,0.5175,Northeastern University,0.6,0.1969,0.0241,1543454684,0.5,0.5623,1.2734
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,0.5798,Boston University,1.0,0.553,0.1299,1543212974,0.8519,0.0453,1.3654
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,0.5767,Fenway,1.0,0.553,0.1049,1543212974,0.8704,0.0458,1.3609
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,0.5854,North End,1.0,0.5534,0.2356,1543212974,0.8519,0.0548,1.3883
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,0.5831,South Station,1.0,0.5532,0.1757,1543212974,0.8704,0.0553,1.377
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,0.7952,Back Bay,0.18,0.2816,0.1989,1543877574,0.1667,0.5785,1.2804
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,0.7941,Beacon Hill,0.18,0.2814,0.116,1543877574,0.1667,0.578,1.2636
